_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2.5,C3241937,M1,1,0,DisGeNET,35,Nonalcoholic Steatohepatitis,,-2.5,6.6,4.4,30182,434,42,4,9.5,4.5,2100|5468|7098|8289,ESR2|PPARG|TLR3|ARID1A,-0.21,0
1,-2.5,C0014772,M1,1,0,DisGeNET,35,Red Blood Cell Count measurement,,-2.5,5,4.1,30182,717,42,5,12,5,2100|2119|2887|4137|5468,ESR2|ETV5|GRB10|MAPT|PPARG,-0.21,0
1,-2.5,C4082937,M1,1,0,DisGeNET,35,Necrotizing enterocolitis in fetus OR newborn,,-2.5,10,5,30182,210,42,3,7.1,4,2729|3663|5468,GCLC|IRF5|PPARG,-0.2,0
1,-2.5,C0011269,M1,1,0,DisGeNET,35,"Dementia, Vascular",,-2.5,10,5,30182,212,42,3,7.1,4,2100|4137|5468,ESR2|MAPT|PPARG,-0.19,0
1,-2.5,C2145472,M1,1,0,DisGeNET,35,Urothelial Carcinoma,,-2.5,6.4,4.3,30182,449,42,4,9.5,4.5,2100|2272|3661|8289,ESR2|FHIT|IRF3|ARID1A,-0.17,0
1,-2.5,C0858252,M1,1,0,DisGeNET,35,Breast adenocarcinoma,,-2.5,9.8,4.9,30182,219,42,3,7.1,4,2729|5468|8289,GCLC|PPARG|ARID1A,-0.17,0
1,-2.4,C0268731,M1,1,0,DisGeNET,35,Renal glomerular disease,,-2.4,9.8,4.9,30182,221,42,3,7.1,4,5468|7098|9863,PPARG|TLR3|MAGI2,-0.16,0
1,-2.4,C1840264,M1,1,0,DisGeNET,35,IMMUNE SUPPRESSION,,-2.4,9.7,4.9,30182,222,42,3,7.1,4,3661|7050|7098,IRF3|TGIF1|TLR3,-0.16,0
1,-2.4,C0017661,M1,1,0,DisGeNET,35,IGA Glomerulonephritis,,-2.4,6.3,4.3,30182,456,42,4,9.5,4.5,3663|4599|5468|7098,IRF5|MX1|PPARG|TLR3,-0.16,0
1,-2.4,C0206687,M1,1,0,DisGeNET,35,"Carcinoma, Endometrioid",,-2.4,9.7,4.8,30182,223,42,3,7.1,4,2100|2119|8289,ESR2|ETV5|ARID1A,-0.16,0
1,-2.4,C0553723,M1,1,0,DisGeNET,35,Squamous cell carcinoma of skin,,-2.4,6.3,4.2,30182,458,42,4,9.5,4.5,2100|2185|3661|5468,ESR2|PTK2B|IRF3|PPARG,-0.16,0
1,-2.4,C0007129,M1,1,0,DisGeNET,35,Merkel cell carcinoma,,-2.4,9.5,4.8,30182,226,42,3,7.1,4,2272|5454|158471,FHIT|POU3F2|PRUNE2,-0.15,0
1,-2.4,C0023787,M1,1,0,DisGeNET,35,Lipodystrophy,,-2.4,9.5,4.8,30182,226,42,3,7.1,4,1879|2100|5468,EBF1|ESR2|PPARG,-0.15,0
1,-2.4,C0235480,M1,1,0,DisGeNET,35,Paroxysmal atrial fibrillation,,-2.4,9.5,4.8,30182,226,42,3,7.1,4,2100|4137|5468,ESR2|MAPT|PPARG,-0.15,0
1,-2.4,C0015672,M1,1,0,DisGeNET,35,Fatigue,,-2.4,4.7,3.9,30182,760,42,5,12,5,3663|5468|6945|8820|120892,IRF5|PPARG|MLX|HESX1|LRRK2,-0.15,0
1,-2.4,C0375023,M1,1,0,DisGeNET,35,Respiratory syncytial virus (RSV) infection in conditions classified elsewhere and of unspecified site,,-2.4,6.2,4.2,30182,467,42,4,9.5,4.5,2100|3661|5468|7098,ESR2|IRF3|PPARG|TLR3,-0.15,0
1,-2.4,C0279628,M1,1,0,DisGeNET,35,Adenocarcinoma Of Esophagus,,-2.4,6.1,4.2,30182,468,42,4,9.5,4.5,2272|5468|7098|8289,FHIT|PPARG|TLR3|ARID1A,-0.15,0
1,-2.4,C0013080,M1,1,0,DisGeNET,35,Down Syndrome,,-2.4,4.7,3.9,30182,765,42,5,12,5,2100|4137|4599|4782|9863,ESR2|MAPT|MX1|NFIC|MAGI2,-0.15,0
1,-2.4,C0155626,M1,1,0,DisGeNET,35,Acute myocardial infarction,,-2.4,4.7,3.9,30182,766,42,5,12,5,2100|2185|4605|5468|120892,ESR2|PTK2B|MYBL2|PPARG|LRRK2,-0.15,0
1,-2.4,C0345905,M1,1,0,DisGeNET,35,Intrahepatic Cholangiocarcinoma,,-2.4,6.1,4.2,30182,470,42,4,9.5,4.5,2100|2272|8289|120892,ESR2|FHIT|ARID1A|LRRK2,-0.15,0
1,-2.4,C0032927,M1,1,0,DisGeNET,35,Precancerous Conditions,,-2.4,6.1,4.2,30182,471,42,4,9.5,4.5,2100|2272|4605|8289,ESR2|FHIT|MYBL2|ARID1A,-0.15,0
1,-2.4,C0205696,M1,1,0,DisGeNET,35,Anaplastic carcinoma,,-2.4,9.3,4.7,30182,232,42,3,7.1,4,2100|2272|5468,ESR2|FHIT|PPARG,-0.15,0
1,-2.4,C0853879,M1,1,0,DisGeNET,35,Invasive carcinoma of breast,,-2.4,6.1,4.2,30182,472,42,4,9.5,4.5,2100|2272|3663|8289,ESR2|FHIT|IRF5|ARID1A,-0.15,0
1,-2.4,C1704272,M1,1,0,DisGeNET,35,Benign Prostatic Hyperplasia,,-2.4,4.7,3.8,30182,770,42,5,12,5,2100|2185|2729|5468|9863,ESR2|PTK2B|GCLC|PPARG|MAGI2,-0.15,0
1,-2.4,C2347747,M1,1,0,DisGeNET,35,Adult Classical Hodgkin Lymphoma,,-2.4,9.3,4.7,30182,233,42,3,7.1,4,1879|2272|3663,EBF1|FHIT|IRF5,-0.15,0
1,-2.4,C0011633,M1,1,0,DisGeNET,35,Dermatomyositis,,-2.4,9.2,4.7,30182,235,42,3,7.1,4,3663|4599|7098,IRF5|MX1|TLR3,-0.15,0
1,-2.4,C3203102,M1,1,0,DisGeNET,35,Idiopathic pulmonary arterial hypertension,,-2.4,4.6,3.8,30182,776,42,5,12,5,2185|3663|5468|6945|7098,PTK2B|IRF5|PPARG|MLX|TLR3,-0.15,0
1,-2.4,C1292769,M1,1,0,DisGeNET,35,Precursor B-cell lymphoblastic leukemia,,-2.4,6,4.1,30182,478,42,4,9.5,4.5,1879|2272|5468|171017,EBF1|FHIT|PPARG|ZNF384,-0.15,0
1,-2.4,C0700201,M1,1,0,DisGeNET,35,Dyssomnias,,-2.4,9.1,4.7,30182,236,42,3,7.1,4,4137|8820|120892,MAPT|HESX1|LRRK2,-0.15,0
1,-2.3,C0342257,M1,1,0,DisGeNET,35,Complications of Diabetes Mellitus,,-2.3,9,4.6,30182,240,42,3,7.1,4,2119|2729|5468,ETV5|GCLC|PPARG,-0.14,0
1,-2.3,C3888194,M1,1,0,DisGeNET,35,MIXED LINEAGE LEUKEMIA,,-2.3,9,4.6,30182,240,42,3,7.1,4,7050|8289|171017,TGIF1|ARID1A|ZNF384,-0.14,0
1,-2.3,C0007124,M1,1,0,DisGeNET,35,Noninfiltrating Intraductal Carcinoma,,-2.3,5.9,4.1,30182,486,42,4,9.5,4.5,2100|2272|3663|5468,ESR2|FHIT|IRF5|PPARG,-0.14,0
1,-2.3,C1445957,M1,1,0,DisGeNET,35,Serum total cholesterol measurement,,-2.3,5.9,4.1,30182,486,42,4,9.5,4.5,2119|3661|5468|120892,ETV5|IRF3|PPARG|LRRK2,-0.14,0
1,-2.3,C0022346,M1,1,0,DisGeNET,35,Icterus,,-2.3,8.9,4.6,30182,241,42,3,7.1,4,2729|3663|8820,GCLC|IRF5|HESX1,-0.14,0
1,-2.3,C0035235,M1,1,0,DisGeNET,35,Respiratory Syncytial Virus Infections,,-2.3,8.8,4.6,30182,244,42,3,7.1,4,3661|5468|7098,IRF3|PPARG|TLR3,-0.13,0
1,-2.3,C0206754,M1,1,0,DisGeNET,35,Neuroendocrine Tumors,,-2.3,5.9,4,30182,491,42,4,9.5,4.5,2100|2185|2272|8289,ESR2|PTK2B|FHIT|ARID1A,-0.13,0
1,-2.3,C0949664,M1,1,0,DisGeNET,35,Tauopathies,,-2.3,8.8,4.6,30182,245,42,3,7.1,4,2185|4137|120892,PTK2B|MAPT|LRRK2,-0.12,0
1,-2.3,C3160718,M1,1,0,DisGeNET,35,"PARKINSON DISEASE, LATE-ONSET",,-2.3,8.7,4.6,30182,247,42,3,7.1,4,4137|5468|120892,MAPT|PPARG|LRRK2,-0.12,0
1,-2.3,C0003862,M1,1,0,DisGeNET,35,Arthralgia,,-2.3,8.7,4.5,30182,248,42,3,7.1,4,3663|4137|6945,IRF5|MAPT|MLX,-0.12,0
1,-2.3,C1510472,M1,1,0,DisGeNET,35,Drug Dependence,,-2.3,8.7,4.5,30182,248,42,3,7.1,4,2272|5468|80206,FHIT|PPARG|FHOD3,-0.12,0
1,-2.3,C0038525,M1,1,0,DisGeNET,35,Subarachnoid Hemorrhage,,-2.3,5.7,4,30182,501,42,4,9.5,4.5,2185|2729|5468|7098,PTK2B|GCLC|PPARG|TLR3,-0.12,0
1,-2.3,C0275524,M1,1,0,DisGeNET,35,Coinfection,,-2.3,8.6,4.5,30182,252,42,3,7.1,4,3661|5468|7098,IRF3|PPARG|TLR3,-0.11,0
1,-2.3,C0027121,M1,1,0,DisGeNET,35,Myositis,,-2.3,8.5,4.5,30182,254,42,3,7.1,4,322|3663|7098,APBB1|IRF5|TLR3,-0.1,0
1,-2.3,C0018916,M1,1,0,DisGeNET,35,Hemangioma,,-2.3,8.4,4.5,30182,256,42,3,7.1,4,2185|5468|7050,PTK2B|PPARG|TGIF1,-0.098,0
1,-2.3,C2938924,M1,1,0,DisGeNET,35,Oestrogen receptor positive breast cancer,,-2.3,5.6,3.9,30182,510,42,4,9.5,4.5,2100|2185|4137|5468,ESR2|PTK2B|MAPT|PPARG,-0.098,0
1,-2.2,C0039483,M1,1,0,DisGeNET,35,Giant Cell Arteritis,,-2.2,8.3,4.4,30182,260,42,3,7.1,4,2100|3663|4599,ESR2|IRF5|MX1,-0.087,0
1,-2.2,C0553580,M1,1,0,DisGeNET,35,Ewings sarcoma,,-2.2,5.6,3.9,30182,517,42,4,9.5,4.5,2119|2272|2887|8289,ETV5|FHIT|GRB10|ARID1A,-0.087,0
1,-2.2,C1861305,M1,1,0,DisGeNET,35,TARSAL-CARPAL COALITION SYNDROME,,-2.2,8.3,4.4,30182,261,42,3,7.1,4,2272|7593|8289,FHIT|MZF1|ARID1A,-0.086,0
1,-2.2,C0566602,M1,1,0,DisGeNET,35,Primary sclerosing cholangitis,,-2.2,8.2,4.4,30182,264,42,3,7.1,4,2185|2729|8289,PTK2B|GCLC|ARID1A,-0.076,0
1,-2.2,C0007570,M1,1,0,DisGeNET,35,Celiac Disease,,-2.2,5.5,3.9,30182,527,42,4,9.5,4.5,3663|7098|9863|120892,IRF5|TLR3|MAGI2|LRRK2,-0.069,0
1,-2.2,C0428474,M1,1,0,DisGeNET,35,Serum LDL cholesterol measurement,,-2.2,8,4.3,30182,269,42,3,7.1,4,3661|5468|7098,IRF3|PPARG|TLR3,-0.063,0
1,-2.2,C1262477,M1,1,0,DisGeNET,35,Weight decreased,,-2.2,8,4.3,30182,271,42,3,7.1,4,4137|6945|120892,MAPT|MLX|LRRK2,-0.06,0
1,-2.2,C0016529,M1,1,0,DisGeNET,35,Forced expiratory volume function,,-2.2,7.9,4.3,30182,272,42,3,7.1,4,1879|55790|91768,EBF1|CSGALNACT1|CABLES1,-0.059,0
1,-2.2,C0006625,M1,1,0,DisGeNET,35,Cachexia,,-2.2,7.9,4.3,30182,273,42,3,7.1,4,2185|5468|7098,PTK2B|PPARG|TLR3,-0.059,0
1,-2.2,C0747845,M1,1,0,DisGeNET,35,early pregnancy,,-2.2,7.9,4.3,30182,273,42,3,7.1,4,2100|5468|8289,ESR2|PPARG|ARID1A,-0.059,0
1,-2.2,C0018799,M1,1,0,DisGeNET,35,Heart Diseases,,-2.2,5.4,3.8,30182,537,42,4,9.5,4.5,287|2100|8820|80206,ANK2|ESR2|HESX1|FHOD3,-0.059,0
1,-2.2,C0002793,M1,1,0,DisGeNET,35,Anaplasia,,-2.2,5.3,3.8,30182,538,42,4,9.5,4.5,2100|4782|5468|8289,ESR2|NFIC|PPARG|ARID1A,-0.059,0
1,-2.2,C4284013,M1,1,0,DisGeNET,35,Primary cholangiocarcinoma of intrahepatic biliary tract,,-2.2,7.9,4.3,30182,274,42,3,7.1,4,2100|8289|120892,ESR2|ARID1A|LRRK2,-0.059,0
1,-2.2,C1319315,M1,1,0,DisGeNET,35,Adenocarcinoma of large intestine,,-2.2,5.3,3.8,30182,543,42,4,9.5,4.5,2100|2272|5468|7593,ESR2|FHIT|PPARG|MZF1,-0.05,0
1,-2.2,C0269102,M1,1,0,DisGeNET,35,Endometrioma,,-2.2,7.7,4.2,30182,279,42,3,7.1,4,2100|8289|120892,ESR2|ARID1A|LRRK2,-0.045,0
1,-2.1,C0205698,M1,1,0,DisGeNET,35,Undifferentiated carcinoma,,-2.1,7.6,4.2,30182,283,42,3,7.1,4,2100|2272|8289,ESR2|FHIT|ARID1A,-0.031,0
1,-2.1,C0428472,M1,1,0,DisGeNET,35,Serum HDL cholesterol measurement,,-2.1,7.6,4.2,30182,283,42,3,7.1,4,2100|3661|5468,ESR2|IRF3|PPARG,-0.031,0
1,-2.1,C1333064,M1,1,0,DisGeNET,35,Classical Hodgkin's Lymphoma,,-2.1,7.6,4.2,30182,285,42,3,7.1,4,1879|2272|3663,EBF1|FHIT|IRF5,-0.024,0
1,-2.1,C0006413,M1,1,0,DisGeNET,35,Burkitt Lymphoma,,-2.1,5.2,3.7,30182,556,42,4,9.5,4.5,2100|2272|3663|8289,ESR2|FHIT|IRF5|ARID1A,-0.024,0
1,-2.1,C1827293,M1,1,0,DisGeNET,35,"Carcinoma of urinary bladder, invasive",,-2.1,7.5,4.1,30182,287,42,3,7.1,4,5468|7098|8289,PPARG|TLR3|ARID1A,-0.019,0
1,-2.1,C0003811,M1,1,0,DisGeNET,35,Cardiac Arrhythmia,,-2.1,5.1,3.7,30182,559,42,4,9.5,4.5,287|2100|2185|2729,ANK2|ESR2|PTK2B|GCLC,-0.019,0
1,-2.1,C0025500,M1,1,0,DisGeNET,35,Mesothelioma,,-2.1,5.1,3.7,30182,560,42,4,9.5,4.5,2100|2272|2729|7098,ESR2|FHIT|GCLC|TLR3,-0.018,0
1,-2.1,C0202236,M1,1,0,DisGeNET,35,Triglycerides measurement,,-2.1,5.1,3.7,30182,563,42,4,9.5,4.5,2100|3661|7098|8289,ESR2|IRF3|TLR3|ARID1A,-0.013,0
1,-2.1,C0032463,M1,1,0,DisGeNET,35,Polycythemia Vera,,-2.1,7.4,4.1,30182,291,42,3,7.1,4,3661|5468|7098,IRF3|PPARG|TLR3,-0.013,0
1,-2.1,C0040100,M1,1,0,DisGeNET,35,Thymoma,,-2.1,7.4,4.1,30182,291,42,3,7.1,4,2185|2272|7098,PTK2B|FHIT|TLR3,-0.013,0
1,-2.1,C0085605,M1,1,0,DisGeNET,35,Liver Failure,,-2.1,7.4,4.1,30182,293,42,3,7.1,4,2185|3663|5468,PTK2B|IRF5|PPARG,-0.0089,0
1,-2.1,C0206682,M1,1,0,DisGeNET,35,Follicular thyroid carcinoma,,-2.1,7.4,4.1,30182,293,42,3,7.1,4,2100|2272|5468,ESR2|FHIT|PPARG,-0.0089,0
1,-2.1,C0153633,M1,1,0,DisGeNET,35,Malignant neoplasm of brain,,-2.1,7.3,4.1,30182,294,42,3,7.1,4,2119|4137|5468,ETV5|MAPT|PPARG,-0.0089,0
1,-2.1,C0162309,M1,1,0,DisGeNET,35,Adrenoleukodystrophy,,-2.1,7.3,4.1,30182,294,42,3,7.1,4,3661|5468|7098,IRF3|PPARG|TLR3,-0.0089,0
1,-2.1,C0042133,M1,1,0,DisGeNET,35,Uterine Fibroids,,-2.1,5.1,3.6,30182,569,42,4,9.5,4.5,2100|2185|5468|7098,ESR2|PTK2B|PPARG|TLR3,-0.0089,0
1,-2.1,C0541764,M1,1,0,DisGeNET,35,Delayed bone age,,-2.1,7.3,4.1,30182,295,42,3,7.1,4,5468|8289|8820,PPARG|ARID1A|HESX1,-0.0084,0
1,-2.1,C0027697,M1,1,0,DisGeNET,35,Nephritis,,-2.1,7.3,4.1,30182,296,42,3,7.1,4,2185|7098|120892,PTK2B|TLR3|LRRK2,-0.006,0
1,-2.1,C0027962,M1,1,0,DisGeNET,35,Melanocytic nevus,,-2.1,7.3,4,30182,297,42,3,7.1,4,2100|2185|5468,ESR2|PTK2B|PPARG,-0.0036,0
1,-2.1,C1837461,M1,1,0,DisGeNET,35,"SCOLIOSIS, ISOLATED, SUSCEPTIBILITY TO, 3",,-2.1,5,3.6,30182,578,42,4,9.5,4.5,287|2272|23281|80206,ANK2|FHIT|MTUS2|FHOD3,-0.0028,0
1,-2.1,C0035126,M1,1,0,DisGeNET,35,Reperfusion Injury,,-2.1,7.2,4,30182,300,42,3,7.1,4,2185|5468|7098,PTK2B|PPARG|TLR3,-0.0028,0
1,-2.1,C0027794,M1,1,0,DisGeNET,35,Neural Tube Defects,,-2.1,7.1,4,30182,304,42,3,7.1,4,2729|7050|8289,GCLC|TGIF1|ARID1A,0,0
1,-2.1,C0947751,M1,1,0,DisGeNET,35,Vascular inflammations,,-2.1,7.1,4,30182,305,42,3,7.1,4,2100|2185|5468,ESR2|PTK2B|PPARG,0,0
1,-2.1,C0162871,M1,1,0,DisGeNET,35,"Aortic Aneurysm, Abdominal",,-2.1,4.9,3.6,30182,586,42,4,9.5,4.5,2100|2185|5468|7098,ESR2|PTK2B|PPARG|TLR3,0,0
1,-2,C0374997,M1,1,0,DisGeNET,35,Helicobacter pylori (H. pylori) infection in conditions classified elsewhere and of unspecified site,,-2,4.8,3.5,30182,593,42,4,9.5,4.5,2272|5468|8289|85313,FHIT|PPARG|ARID1A|PPIL4,0,0
1,-2,C0037317,M1,1,0,DisGeNET,35,Sleep disturbances,,-2,7,3.9,30182,310,42,3,7.1,4,4137|8820|120892,MAPT|HESX1|LRRK2,0,0
1,-2,C0151449,M1,1,0,DisGeNET,35,Primary Sjögren's syndrome,,-2,6.9,3.9,30182,312,42,3,7.1,4,1879|3663|7098,EBF1|IRF5|TLR3,0,0
1,-2,C0011644,M1,1,0,DisGeNET,35,Scleroderma,,-2,6.8,3.9,30182,316,42,3,7.1,4,2185|4605|5468,PTK2B|MYBL2|PPARG,0,0
1,-2,C0033377,M1,1,0,DisGeNET,35,Ptosis,,-2,4.7,3.5,30182,607,42,4,9.5,4.5,2100|7050|8289|8820,ESR2|TGIF1|ARID1A|HESX1,0,0
1,-2,C0026837,M1,1,0,DisGeNET,35,Muscle Rigidity,,-2,6.7,3.9,30182,320,42,3,7.1,4,4137|7098|120892,MAPT|TLR3|LRRK2,0,0
